review,sentiment
I saw it last week and the sketch about the Korea towns was funny . Very tongue in cheek and suitable to the political climate. Full points to the writers and Spike for that. The part where he makes the translator pull a rickshaw and throws out Korean words could have been pulled off only by Spike. This is a brave attempt by Fox . This is a brilliant show and I hope that it pulls off . My wife and I have been TIVOing it regularly and although it clashes it with a couple of other programs we watch it now on MySpace. I hope Fox dedicates full resources to the show and makes it daily. I can't wait to see Bobby Lee on his show . With people like Bernard Abedalla behind the show this is on the right track. Also Mary Mae as his wife looks beautiful.,1
"I grew up on this classic western series, and as a child always considered it a treat being allowed to stay up late on Sunday evenings to watch it. Bonanza is still infinitely re watchable in re runs.<br /><br />The series chronicles the adventures of the Cartwright family, who live on a ranch near Virginia City, Nevada around the Civil War era. Their ranch (called the Ponderosa) is run and defended by the widowed father, Ben, and his unmarried three sons, Adam, Hoss, and Little Joe. These three brothers have different mothers, all of whom have passed away years earlier.<br /><br />The Cartwrights are a hard working, prosperous, and honourable family, highly respected in those parts. The Ponderosa is large so reaching its extremities requires a lot of horseback riding. Also, trips away are often necessary in order to buy or sell cattle and so forth. Needless to say, few of these excursions pass uneventfully. Although hospitable, much of the Cartwrights' energy must be spent defending their ranch from interlopers, or protecting themselves from townsfolk jealous of their prosperity and stellar reputation. The Cartwrights do a fair bit of firing their guns up in the air and such, but only shoot to kill when deemed absolutely necessary. They are involved in various town affairs, even the political life of the Nevada territory.<br /><br />One of the main assets of the series is the underlying warmth that is always present (despite occasional disagreements) between Ben and his three sons, and (despite frequent disagreements) between the three brothers. Now, one brother might beat up another every now and then, but generally has a good reason for it at the time and his anger never lasts long! The characters are all very well drawn. Ben is portrayed as a successful and noble man of great integrity. The oldest son, Adam, the most rational and suave of the brothers, left midway through the series. The middle brother, Hoss, is a gentle giant of a teddy bear, who has an insatiable appetite for food and is a little shy around the ladies. The youngest, Little Joe, is a hot headed, handsome charmer who, by contrast, has quite a way with women. This trio of brothers enjoy various romances but their love interests are typically killed off by the end of the episode or else marriage proves impossible, for whatever reason.<br /><br />The actors are all stellar in their roles, including Pernell Roberts (Adam), Dan Blocker (Hoss), Michael Landon (Little Joe), and of course Lorne Greene as the principled family patriarch, Ben. I also love the ranch cook, Hop Sing, played by Victor Sen Yung.<br /><br />This is a wonderful action packed western with great values. The Cartwrights are always the noble heroes and most of the bad guys quite villainous. If only there were more programs like this vintage western on TV these days!",1
"This was another World War II message to the soldiers and to the Allies to be careful about spreading rumors. These were called ""instructional"" cartoons because it was a mixture of serious messages along with a funny-looking main character called ""Pvt. Snafu.""<br /><br />All of us have imaginations, along with fears and what-have-you, and that's what happens here as Pvt. Snafu incorrectly adds two and two to something he hears and comes up with ""five."" You can start panics and all kinds of disasters if you spread enough rumors and enough people believe them. That includes losing confidence in your country and your cause, as pointed out here in this cartoon. A good way to lose a war is demoralize the enemy. That's still being done today. <br /><br />""We lost the war,"" declares one big baloney near the end of this cartoon. Amazing how some Americans still haven't learned. This cartoon may be 65 years old but it sure has relevance today. As I write this, there were two terrorist bombings in Europe today and some people still think the ""War On Terror"" is just a bumper sticker slogan. Amazing.<br /><br />The writer, the famous ""Dr. Suess,"" uses analogies of ""hot air balloon juice"" here to present the above message. With Theodore Geisel (his real name) you know the rhymes will be clever.<br /><br />Nothing hilarious here, but it wasn't meant to be. You have to understand the climate of 1943 and the justified paranoia that was out there during World War II. People forget that war could have easily wound up with the other side winning. It was a tense time",1
"I honestly didn't think at first that this movie would make me laugh like hell and admire the great gore effects, boy was I wrong! From the very beginning to the very end the film showed some great gore effects accompanied by spoofs from other titles like ""Evil Dead"" and ""Gremlins"". This movie could be compared to Peter Jackson's works of art, though this movie isn't as gory as ""Braindead"", but I sure wait these guys'll make another splatter movie.",1
"Peter is top notch, he is acting, and looking great. feels like watching a live play, great camera works, and i was sad it was over. Can not wait until it is on the big screen. Super cast, this could be a big hit. I like the way the kids interact as sister and two brothers, really made me think of my own brothers going through a situation like what Peter, the happy father who thinks he will end his life after a big party... The colors and sets were delightful to the eyes, helps so much to draw you into the film/play... I was so happy to see Peter not be Colombo, this guy could always act, and now this is a movie that gives him that range. I recommend you take your family to this movie. Perhaps the teenagers will not get much from this, no guns, fast cars, dumb lines, stupid fart jokes... but your adult kids will love it. Good show for a night with them. <br /><br />Jason",1
"I was very skeptical about sacrificing my precious time to watch this film. I didn't enjoy the first one at all, and the last Jean Claude Van Damme film I liked was Blood Sports! After managing to sit through it all? Avoid, avoid, avoid!!",0
"I used to write comments at IMDb, but I don't do so anymore. It happens that IMDb has become massive, and consequently subjectiveness has ruined scores. What do I mean? That anyone that is not particularly fond of movies and doesn't have any expertise on the subject, watches some crap (or the opposite), and in case he likes it, delivers a 10, and if he doesn't he goes for a 1. This of course, cannot measure anything correctly. Now for the film. I truly regret ever having delivered any 10s to some very few films, because then I must score this one with 12 or 13, which is not possible. This documentary has something that I don't expect to watch ever again in my whole life in any other film. It is simply mesmerizing, and it's not just a way of saying; it really is. The last 25 minutes have a load of energy, visual rejoice and wisdom -the words spoken by the starring guys-, that really... there's no possible match. I don't keep movies, rarely would I find any sense in doing so, but this one is the kind of film you should buy and keep, and watch from time to time, maybe 10 or 20 times as years go by. I got nothing more to say. This is a genuine, objective 10 for me.",1
"Despite unfortunately thinking itself to be (a) intelligent, (b) important and (c) interesting, fortunately this movie is over mercifully quickly. The script makes little sense, the whole idea of the sado-masochistic relationship between the two main characters is strangely trite, and John Lydon shows us all, in the space of one movie, why he should never have let himself out of music. His performance is one-note and irritating.<br /><br />The only positive thing to be said is that Harvey Keitel manages to deliver a good turn. His later Bad Lieutenant would show just how badly good actors can act, but mercifully his performance here is restrained.",0
"Dear Readers,<br /><br />With High Expectations, Human Beings leave Earth to begin a new life in Space Colonies. However, The Allied Forces of the United Earth Sphere Alliance gain great military control over the colonies and soon seize one colony after another in the name of Justice and Peace...<br /><br />The year is After Colony 195. Operation Meteor. In a move to counter the Alliance's tyranny, Rebel Forces from several colonies send new arsenals to Earth disguised as Shooting Stars...<br /><br />However...The Alliance forces catch on...<br /><br />Gundam Wing is the most popular and most successful of the entire Gundam Series. With cutting-edge Anime animation, stunning action, amazing Mobile Suits, Breathtaking scripts, and some of the most unforgettable characters in Anime History.<br /><br />I'll try to explain the plot of Gundam Wing as best as possible. Earth has now colonized space, but the UESA forces have forcibly occupied them along with the help of the mysterious Elite Force OZ and their shadowy leaders, Treize Kushrenada and the Romefeller Foundation. Five pilots are sent to Earth piloting Mobile Suits with extraordinary power known as the Gundams. Pursued by the Mysterious Lieutenant Zechs Merquise, Treize's second-in-command, a young teenager named Relena, and the Alliance military, the Gundam pilots unleash hell upon Earth for the Freedom of the Colonies while all the while, a plot most sinister architected by Treize begins to start.<br /><br />Signed, The Constant DVD Collector",1
"This was Laurel and Hardy's last silent film for Roach Studios. However, since the public had a real thirst for ""talkies"", this same short was re-made by the team just a few years later with only a few small plot changes. LAUGHING GRAVY was essentially the same plot except that Stan and Ollie were trying to hide a cute puppy from their grouchy landlord--not a goat like in ANGORA LOVE. This whole goat angle is the worst part of the film. While you could understand the boys wanting to keep a cute little dog (after all, it is snowy outside), why exactly they bring a goat home is just contrived and pointless. According to the plot, the goat followed them home and so they got tired of shooing it away and kept it. Huh?! This just doesn't make any sense--if it had been a giraffe or a cow, would they have done the same thing?! Apart from being an unconvincing plot, the movie itself is pure Laurel and Hardy, with a familiar plot and familiar roles for the comedians. This film features quite a few laughs, but unfortunately isn't one of their better films to wrap up their silent careers. This aspect of their careers just seems to have ended with a whimper.",1
"Y'know, it's very interesting watching this... half the people involved with it are now dead...<br /><br />Anyways, it's been a long time since I've watched anything Muppet related, but this stuff is pure gold. I'm a great fan of puns, and this movie has them quite well placed, but one of the amazing aspects of it is its pacing: it's not really high-speed children's pacing where the filmmakers just randomly decide to move the story along without giving the character's depth, it's just kind of moves along with the characters wherever they want to go.<br /><br />Kermit the Frog is just an awesome character. His voice and the expressions on his puppet-face are fantastic. But above all, he points out why he's popular--""he can sing and make jokes too!""--but more appropriately why he's so endearing--he, without any effort, inspires everyone to search for their dreams. In the meantime, he also has to deal with himself, which is an uncommon theme in family movies.<br /><br />It also contains quite an ensemble of comedians making appearances here and there, some to great effect, others to a little less (I think Mel Brook's part was just a bit overplayed, do you?). Some parts of the film are just kind of odd. But it's highly imaginative and takes itself to the same destination from a very different direction.<br /><br />Moving right along...<br /><br />--PolarisDiB",1
"Well this movie was probobly one of the funniest scary movie i have ever seen. The effects are so bad you just have to laugh, and the acting, well lets say its no mel gibson. But Gary Browning who plays an police officer is so damn bad, he becomes good. I dont know how but he him self makes this movie a 10. You must see it if your in to horror/slash movies cause its bloody and funny at the same time. Killer movie.",1
"To call this film a disaster will be an understatement. I don't even know where to begin! I have questions though, and lots of them. I would like to know who conceived of this script? Who gave them money to make this film? Who was in charge of casting and costuming? They should all be sued! I saw this film in my local library's catalog and I thought ""Hey! great!"" I had just seen the two FOG movies that Hollywood had produced and then realised that Bollywood had a version. Unbeknowst to me, that it would turn out to be a total and utter crap-fest! <br /><br />Dhund - the fog, is a film about four friends (actually just one of them but you should know that there are four friends), one of them is a beauty queen (played by India's 1st Mrs. World, Aditi Govitrikar) and the director spares no expense at letting you know this. The script even claims that she (the character's name is Simran) has Aishwarya Rai eyes, Kareena Kapoor lips and Rani Mukherjee hair. Feel free to barf if you want to, at least at this point you haven't seen the film, unlike poor me. :*(<br /><br />Anyway, Simran receives a death threat one day from one of the contestants' uncle, who tells her to drop out of the contest so that his niece would have a better chance of winning, but Simran's boyfriend doesn't allow her to do this and thus she participates in the pageant and wins. This causes the crack-cocaine-sniffing uncle of her former college classmate Tanya to come after her. But with the help of her cousin Kajal, Simran drowns the culprit and they enlist both their boyfriends in the task of getting rid of the body. It's tough but they eventually get around to doing it.<br /><br />In a scene that borrows from Hollywood's film Diabolique, the pool where the dead body is hidden is drained only to reveal that the body is missing and this begins a conundrum of Whodunit and Where-is-it? By the time the film is over, the film successful steals scenes from 'I know what you did last summer, I still know, Scream 1, Scream 2, Scream 3, Murder she wrote episodes and not to mention, Columbo and Scooby Doo'! Shameless, I tell ya!<br /><br />Inconsistencies and problems within the film include but are not limited to: <br /><br />1. A scantily clad Simran answers phone-calls three times from her would-be-killer, the camera shows her drop the phone off the hook yet the phone is able to ring again each time and she picks it up to answer. <br /><br />2. Tanya tries to kill herself because she doesn't win the beauty contest? WTF? Even Aishwarya Rai who is ten time more beautiful did not attempt suicide when she didn't win Miss India!<br /><br />3. In the pool scene, the kids who come to retrieve the ball that has fallen into the pool conveniently disappear as soon as the police arrive. And the ball disappears too. <br /><br />4. The cliché blue contacts lenses of the killer change from blue to brown in the drowning scene, yet when his corpse surfaces again, his eyes are blue. <br /><br />5. Nobody who dies in the film is mourned (strange, especially for Indian society).<br /><br />6. When Vikram jumps into the dirty murky pool, an underwater camera shows us his actions and miraculously the pool is transformed to Olympic size and is clean and clear as day. <br /><br />7. Sexy belly-dancer performs a pseudo-orgasm drenched song and dance number about coming of age. That would have been cool for some bachelor party, but they were celebrating Simran's pageant win! Hello!!!! <br /><br />8. Kunal, Sameer, Simran and Kajal can neither dance nor Lip Synch properly. But don't blame them, just accept that there was no choreographer for the dance numbers.<br /><br />9. Nothing within the film was choreographed, it was like they just told the actors to show up and do whatever the want. <br /><br />10. The film played out like there was no script. Either that or the director was high and drunk when filming this junk!<br /><br />11. When Simran's picture was published without her consent in a magazine, she flew to the police headquarters to have the photographers arrested, yet she receives death threats and never bothers to alert the police.<br /><br />Just to mention a few of course. This film was a painful experience for me and I advise everyone to skip it by all means necessary and possible. Bollywood should be terribly ashamed of this kind of film-making.",0
"Actually, Son of the Mask did make me laugh a few times...mostly due to the cartoonish jokes that made Bugs Bunny and Roadrunner so funny. The CGI is very impressive and is used extensively in this movie. Garfield, for example, is no where on par for CGI, but I would give it the same vote.<br /><br />Everyone knows the story...which wasn't that bad for a KIDS movie. Yes, it is a KIDS movie...and therefore should be treated as such. Jamie Kennedy is not very good in his role. His attempts to act ""crazy"" are not very good and overall acting is poor.<br /><br />Everyone else is not too bad.<br /><br />Basically, my 2 and 5 year old watched the whole thing without complaining. At least I was able to sit through this.<br /><br />There is no way this movie is worst than **shudder** Class of 1999<br /><br />4/10 for the CGI and a few laughs.",0
"From a modern sensibility, it's sometimes hard to watch older films. It's annoying to have to watch the stereotypical wallflower librarian have to take off her glasses and become pretty and stupid to win a man. Especially such a shallow and inconstant man. He's obviously a player (I wouldn't trust him to stay true to her) who doesn't want to settle down, who only looks at dumb attractive women and always calls them ""baby"" (ick!). Even after she totally changes her appearance and her life for him, he only goes to her after he's (supposedly) rejected by another woman and learns that Connie spent all her money renovating a boat for him. I wanted her to stand up to him, not pathetically chase after him! His sudden conversion within a few minutes was totally unrealistic and did not work for me.<br /><br />Apart from that subplot, I did like the movie. How can you not like sailors dancing with each other?! (You can tell they were from San Francisco.... ;D) The ""rehearsal"" dance was great, watching Ginger Rogers purposefully fall in and out of the ""correct steps"" was great. The last dance scene ""Face the Music"" with the beautiful costumes and the art deco set was beautiful. And I really enjoyed ""We Saw the Sea"" (though they did use it a few too many times, as if they realized it was their best song). <br /><br />Anyway, the plot was a bit weak, like most musicals (IMO) - and the songs were OK, but the dancing was worth watching the film for. I wish they could have showed some shots of San Francisco since that was were the film was supposedly set.<br /><br />It's also weird to see such a lighthearted naval film with the knowledge of what Hitler was already doing at that time. I have to try to suspend all knowledge to submerge myself into a made up fantasy land.",1
"I wasn't quite sure if this was just going to be another one of those idiotic nighttime soap operas that seem to clutter prime time but, as it turns out, this is a pretty good show (no small thanks to talented casting). Four female friends with diverse backgrounds get together and share the weekly goings-on of their love-lives. The hour long program follows each of them separately through their often screwed up quests to find love and it does it without being boring or trite. Sharon Small's ""Trudi"" is the homemaker one (allegedly widowed after September 11th) who gets a little preachy and annoying with her friends (who tend to be a little looser and more creative in their endeavors). It's great to see Small back on t.v., as she was great in the ""Inspector Lynley Mysteries"". The chick can act. Orla Brady's character (Siobhan, a lawyer) is perhaps the most damaged but still very sympathetic of the women, as she wrestles with her kind but self-absorbed husband Hari (Jaffrey, formerly of ""Spooks"") in his driven desire to have a child with her, regardless of her needs. The final two members of the cast are the effervescent Jess (Shellie Conn), an events planner who's a wild child who sleeps with anyone and everyone, gender not specific, and Katie, (Sarah Parrish) a somber doctor who's affair with a patient AND his son have sent her career and love life spiraling out of control. That being said, I'm hooked now and hope that the BBC continues cranking this series out because it's good, it's different and it's got a great cast.",1
"Danton was a hero and one of the founders of the French Revolution of 1789. This movie is set five years later and the revolution has morphed into something ugly. While initially the revolution promised freedom, at this point the small committee running the country is extremely repressive and is a dictatorship. Danton and his friends were angry at how the country wasn't better off in 1794 than it was BEFORE they got rid of their king, so they begin criticizing the government. The movie begins as the printer who makes critical pamphlets concerning the government is beaten and his business is destroyed. So much for ""liberty, equality and fraternity""! So, as a result of being silenced this way, Danton et al begin publicly criticizing the government. Eventually, Robespierre (the leader of the committee) and his cronies trump up charges, have a show trial and get rid of the dissent. Some have mentioned that the Polish director, Wajda, also intended this to be a criticism of his own nation--which, at the time, was Soviet-dominated and very repressive as well. This makes sense as you see the movie unfold--especially when the government destroys all dissent ""in the name of the people"".<br /><br />The acting is fine, the story compelling and I have no major criticism of the film. However, I really wish the ending had been handled differently. Especially because other than history lovers and French people, most probably have no idea that this execution helped to end the government. AFTER this purge of Danton in April 1794, Robespierre himself was executed in July 1794 because the country had just had enough--plus, those surviving Frenchmen knew that they, too, would face the guillotine sooner or later if this sick system remained in place. Some sort of an epilogue would have been nice--such as showing the soldiers coming for Robespierre. He responded by trying to kill himself first, but he only succeeded in blowing off part of his face--still alive, he was guillotined shortly afterward. This would have been a dandy little epilogue and could have been done in about five minutes. However, not showing a connection between Danton's death and the fall of the government is an odd thing to omit.",1
"Alien was excellent. Many writers tried to copy it. They all did a bad job (or almost). But Dead Space is the worst Alien copy. Because of the bad actors, the bad special effects, the BAD scenario and other bad stuff (it would take about 3 pages to tell everything that is bad in this film. The movie wasn't very long and this is a very good thing (the only one). You cannot laugh because it is too serious...that is a bad thing because, in almost each B-series sci-fi film, you can laugh during the whole time. It can be terrific sometimes, but instead of watching this stupidity, just watch Alien or Event Horizon...these are much better!!! I give it 1 out of 5.",0
"An American boy goes to Paris after his mother commits suicide, becomes and artist and then discovers himself and returns to the States so he can make things right with his former friends.<br /><br />I have to think that the people who are rating this movie so highly are all X-Files fans, even though there are no aliens or serial killers in it. Don't be fooled, this movie blows chunks.<br /><br />The story is incoherent, with little or no explanation of what people are doing or why. When you do get an explanation, it doesn't fit the story that went before it. What it does is bore you. For all the acting talent in the film, it just isn't interesting. I spent the whole movie wondering when sex-addict Duchovny was going to bang someone. Maybe he was doing it behind the scenes; they should have filmed that instead.<br /><br />What comes across is a story of a self-obsessed artist worrying about minor incidents in his life and wanting to make them right somehow - even though they didn't seem that wrong to begin with. There aren't any particularly interesting or shocking revelations, despite the mention of a big secret in the first few minutes. It's just a guy thinking that his life is as interesting to you as it is to him. It's not.<br /><br />I saw in the trivia that Duchovny claims he wrote the script in a week, that's entirely believable. The guy can act, there's no doubt, but writing and directing are obviously beyond his talents.<br /><br />Why Hollywood keeps greenlighting these self-discovery stories is beyond me. I discover myself in the shower every morning but I don't bother making a movie about it. Mine would probably be better than this one, though; at least there would be some nudity.",0
"The first one meant victory. This one means defeat. It takes place in a Bolivia, there the guerillas are sick and wary and don't meet that much sympathy from the farmers. If you know your 60s history, you understand how it ends. You will understand it even without that knowledge.<br /><br />Del Toro is once again splendid. He goes on building this icon about the revolutionary who remains the same, regardless of success or failure. That's what Guevara is according to the legend, but still it's so well acted.<br /><br />The documentary feeling is there around the icon, which is one of the greatest achievements in this big Soderbergh project. He has succeeded.",1
"Generally I like horror movies, but unfortunately this fell out of the one pound bargain bin into my friends hand. We sat down to watch it, ready to be scared and ended up spraying food everywhere we were laughing so much. The concept isn't that bad, but why they decided number ten in the series would be lucky I don't know. The worst thing about the movie is the actors. The camera work was poor, the special effects are actually not bad if I am being generous, but overall the story failed to connect on any levels because the actors were as effective as a small lump of badly charred elm. They were wooden beyond measure, especially a foppish young actor who was fifteen years too young to be taken seriously as any kind of government agent. He looked more like a public school boy in fact. There was a really amusing sex scene where he looked like he was bobbing for apples as a busty lady rode on top of him and later his nappy sized underpants were hysterical, but then I remembered it wasn't supposed to be a comedy. I'm desperately wracking my brain to find something positive to say about this movie apart from the occasional flash of breasts, but there simply isn't. Let's hope ten was the lucky number and they don't do another one, I'm not sure my ribs could take it.",0
"It really isn't hard to understand this movie! I watched it with no expectations and no knowledge of the story from the games. I was completely blown away!<br /><br />Initially, I wondered how most of the characters have some sort of super-powers but it IS called ""Final FANTASY..."". I also wondered about Cloud's past but that was easy enough to look up. In no way did these questions spoil the enjoyment of the movie, though. Just the opposite; it shows I kept thinking about the story long after seeing the movie.<br /><br />It's one of the most beautiful movies my eyes have ever seen. The music supports the movie completely. The characters are incredible. <br /><br />I want more!",1
"Booted out of heaven, a gang of horny naked female angels (with big plastic fangs) have taken up residence in a spooky forest where they feed upon any hapless souls who should wander by. It's not long before a group of friends on a road trip are falling victim to the bloodthirsty babes An independent low budget horror made in the UK, Forest of the Damned takes an interesting premise and flushes it down the pan with some of the worst acting, effects and direction I have seen in a long time.<br /><br />Director Johannes Roberts shows some occasional flair behind the camera  the scenes in the delapidated house are fairly tense and there are some deftly handled 'shock' moments - but for the most part the film is technically amateurish. Throw in some truly awful performances from horror icons Tom Savini and Shaun Hutson, and you have one real bad movie on your hands.<br /><br />Some fun may be derived from the film's sheer shoddiness, and there is loads of female nudity for the guys to savour, but most will find this a chore to sit through.",0
"A heartwarming film. The usual superb acting by John Thaw, who passed over recently. A man who was always so unassuming. He was one of Englands top 10 actors certainly of my time.<br /><br />He can be remembered for his famous role of Inspector Morse. As Jack Regan in the 1970's hit TV series 'the Sweeney and as a barrister in Kavanah QC. A must see for all the family and a great DVD for my collection. The filming will bring back a few memories for people who remember wartime Britain and certainly those who were evacuated out of London to escape the German bombings. The interaction between the two main characters.Tom and the boy William was really well acted and true to the book by Michelle Magorian.",1
"This film held my interest enough to watch it several times. The plot has holes, but the lead performers make it work.<br /><br />Catherine Mary Stewart (Julia Kerbridge), does a great job as a woman of 37 who has sacrificed everything else to become a physician. She worked years to earn the money to go to medical school. She is performing brilliantly in her residency and is just about to take her board exam and realize her dream.<br /><br />Meanwhile, Julia's sister and brother-in-law are murdered and as the nearest living relative she is compelled to take in her niece Amanda (Arlen Aguayo-Stewart) to avoid having her become a ward of the state. Amanda is about 7 years old from her appearance. Amanda is so traumatized from her parent's murder that she has become mute. Needless to say, Julia's 16-hour days get longer caring for Amanda.<br /><br />Rob Lowe plays Kevin Finney, a charming neighbor man in their apartment building who works his way into the lives of Julia and Amanda. He is always there with a trick or a joke to help Amanda deal with her distress. Amanda really starts to warm up to Kevin as the film progresses, perhaps more than to her aunt. Julia starts to rely on Kevin to take some of the load of caring for Amanda as she attempts to handle her case load and prepare for her board examination. Kevin is always there whenever some crisis erupts for Julia.<br /><br />The chemistry between Rob and Catherine Mary was great. You keep watching to see them get together before the end of the film. The chemistry between Rob and Arlen was good as well. Arlen managed to convey quite a lot without the benefit of words. The plot had Julia and Amanda gradually warming up to each other. You can see them working out a relationship as the film progresses.<br /><br />We discover that Julia's sister and brother-in-law (the Meyers) were involved in industrial espionage. They stole an extremely valuable prototype microchip from their employer. They had three associates who intended to share the proceeds of the theft. Julia discovers that the Meyers were planning to skip the country under assumed identities. The plot is unclear whether the Meyers intended to double cross their associates or were themselves double crossed.<br /><br />In any case the Meyers are murdered in their home by 2 of their former associates. The killers make no attempt to extract the location of the microchip from the Meyers before killing them. The killers search the home and fail to find their prize. They leave a living witness to their crime, Amanda. The killers then spend the remainder of the film making clumsy attempts to extract the microchip from Julia and Amanda who have no idea where the prize is located. Eventually, the killers kidnap Amanda in hopes she knows something about the microchip's location.<br /><br />Eventually Julia discovers the truth about Kevin. He is an investigator hired to recover the stolen microchip. After some rough moments in the relationship they manage to rescue Amanda and dispatch the bad guys. The predictable ending has the three forming a family and moving happily into a future together.<br /><br />What struck me about the plot were major holes. Kevin moves into the same apartment building as Julia and Amanda the day after the murder of the Meyers. How does he know that the microchip is not already in the hands of the killers? The killers blithely leave fingerprints at the murder scene, with no concern for concealing their identity. The killer that pretends to be a psychiatrist is revealed to Amanda by the remnants of red paint from the murder scene on his shoe soles. He was not shown in the murder scene at the start of the film. There are other weaknesses along these lines too numerous to mention.<br /><br />The film could have been a lot better if the script had been refined more before filming. Filling in the plot holes would have added little expense and greatly improved the effort.",1
"OK, not possibly, honestly the worst movie i've ever seen.<br /><br />this made absolutely no sense, there was no plot, no characterization, no acting, just nothing.<br /><br />here's what i thought when i first saw it may 28th, 2003 **caution, this is a spoiler alert. it's also alot of me complaining about how bad the movie is::<br /><br />ok so the movie begins and the characters are introduced, but there is no character explanation. as far as i knew the main character was new to this school, but apparently not. also it appeared that he lived by himself... then that he was a foster kid... then that his mother was a raging alcoholic who lived with him still. also all his friends apparently had no parents and lived by themselves.<br /><br />now we come to a main plot point, this insane guy has broken out of the insane asylum and is running rampant. now our main character is obsessed with this guy and focus' intently on him for the contingency of the movie. i think i must have missed a main plot element here, there was no REASON for the main character to get hooked. even if that's the point, having no reason, why do all his friends, who are skeptical like 5 minutes before, suddenly follow him and do what he wants.<br /><br />so the movie continues on, and it gets all right. they're running havoc on the school, blah blah blah. but wait a minute... suddenly everyone knows that the main character is running the 'show' here. wait a second, didn't the insane guy specifically tell the main character NOT to do that? it was supposed to be anynomous.<br /><br />ah another important plot element has been skipped over... the insane guy was supposed to not be insane... everyone said he wasn't insane. but as the story goes on, he is VERY CLEARLY OUT OF HIS MIND. but i thought the news people said he wasn't... hm...<br /><br />now the movie comes to a close. THAT WAS THE CLOSE? WHAT THE HELL WAS THAT? not only did the ending not answer any questions about the main character, it didn't answer any questions about the insane guy. are these people in the same situation? if yes, then there are some very basic story lines that do not tend to this. if no then what is the point in saying ""that's you in two weeks.""??<br /><br />*end of the thing...*<br /><br />that's what i thought then. that is pretty much what i still think now. it's 6 months down the line, and if i can get it for free, i might give it another chance, but i doubt it. i highly doubt it.",0
"Greedy land baron in the tiny western town of Prairie City wants all the ranchers off their land, using intimidation tactics and arson to get them to vacate; seems the town is swimming atop oil, and when a Swedish farmer refuses to leave, he's mowed down by the baron's hired gun. The farmer's seafaring son soon arrives, slowly realizing what he's up against and attempting to rally the rest of the residents to fight. Another lawlessness-in-the-West story, with everybody under the thumb of the villain (who naturally holds all the cards). Derivative and uncomfortable at times to watch, with a long wait before our stoic hero finally gets his dander up. Sterling Hayden's half-hearted Swedish accent is a big problem, though he cuts a sturdy, sympathetic presence on the screen and almost makes the picture worth-watching. Director Joseph H. Lewis stages most of the scenes stiffly, like a TV western, and Gerald Fried's bugle-heavy score is no help, though the rich black-and-white cinematography by Ray Rennahan is excellent. An independent production released via United Artists, the film has a bizarre start (beginning with shots from the finale, followed by shots from the movie's midsection), yet it does have a certain needling power which most assuredly gets the viewer on Hayden's side. ** from ****",0
"This is the movie that I use to judge all other bad movies, and so far there hasn't been anything close.<br /><br />The only good thing I can say is that after watching this I know that I have seen the worst movie I will ever see.",0
"Directed by Jacques Tourneur (Cat People, Out of the Past, Night of the Demon) and written by Phillip Dunne (How Green was My Valley) Anne of the Indies is a quite interesting adventure pirate movie. Its main character of captain Anne Providence is based on a real woman-pirate Anne Boney who actually lived and sailed through 18th century's Atlantic.<br /><br />The film begins with the sea battle where Anne's (Jean Peters) pirate ship attacks a trade ship that was on its way to Europe from the South America. As a result a treasure of great value is captured along with a handsome French officer Pierre La Rochelle (Louis Jourdan), who is taken prisoner. Anne ends up falling in love with him and apparently her feelings are reciprocated but it's only till she sets him free when she discovers that he has a beautiful young wife Molly (Debra Paget) with whom he pretty much in love with. Anne begins planning revenge on both of them but in an unexpected twist of fate ends up making a great sacrifice in order to save them instead. The pirate movie cliché figure of `Black Beard' also makes his appearance here, this time played by Thomas Gomez.<br /><br />Though Anne of the Indies probably appears to be no more nor less than a revisiting of pirate movie clichés, it still has its classical moments in beautiful visuals and sea battle sequences filmed in Technicolor as well as in some aspects of the story and most of all in personal touches in directing of all of it by Jacques Tourneur. 7/10",1
"This could be a strong candidate for ""The Worst Flick Ever"". Perhaps without the presence of John Hurt, it could be tolerated as a kid-film. However, the TRAGEDY of this entire endeavor, is that John Hurt, one of the screen's greatest actors, diminishes himself in this....I gave it two points just because Mr. Hurt SHOWED UP...I take AWAY 8 points, because he didn't run from it fast enough. As far as the rest of the cast, they are, simply, terrible. Janine Turner, as pretty as she might be, cannot act to save her soul. And the lead actor is, for all intents and purposes, AWFUL. If you can spare yourself this embarrassment, please do so. It's so bad, it almost HURTS.",0
"Silly Disney film about a college student who accidentally discovers a potion that makes things invisible. Not a bad idea and some of the special effects are pretty good. Still, the script is VERY bad...all the jokes flop and the acting is lousy. Everybody's trying to be funny and they're not. A real boring, stupid Disney film. But it was fun seeing Kurt Russell so young.",0
"Sorry everyone,,, I know this is supposed to be an ""art"" film,, but wow, they should have handed out guns at the screening so people could blow their brains out and not watch. Although the scene design and photographic direction was excellent, this story is too painful to watch. The absence of a sound track was brutal. The loooonnnnng shots were too long. How long can you watch two people just sitting there and talking? Especially when the dialogue is two people complaining. I really had a hard time just getting through this film. The performances were excellent, but how much of that dark, sombre, uninspired, stuff can you take? The only thing i liked was Maureen Stapleton and her red dress and dancing scene. Otherwise this was a ripoff of Bergman. And i'm no fan f his either. I think anyone who says they enjoyed 1 1/2 hours of this is,, well, lying.",0
Enjoyable and watchable. Tim Meadows at his best. A big boost from Billy Dee Williams. He and a very funny John Witherspoon provide a solid foundation for Mr. Meadows' riffing. Have fun with this one.,1
